DrugID,UniprotID,ActionLabel,ActionType,TargetType,Organism
DB00567,Q8DR59,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00568,O43497,2,Inhibitor,Target,Humans
DB00568,O60840,2,Inhibitor,Target,Humans
DB00568,O95180,2,Inhibitor,Target,Humans
DB00568,P35367,2,Antagonist,Target,Humans
DB00568,Q01668,2,Inhibitor,Target,Humans
DB00568,Q13698,2,Inhibitor,Target,Humans
DB00568,Q13936,2,Inhibitor,Target,Humans
DB00568,Q9P0X4,2,Inhibitor,Target,Humans
DB00571,P07550,2,Antagonist,Target,Humans
DB00571,P08588,2,Antagonist,Target,Humans
DB00571,P13945,2,Antagonist,Target,Humans
DB00572,P08172,2,Antagonist,Target,Humans
DB00572,P08173,2,Antagonist,Target,Humans
DB00572,P08912,2,Antagonist,Target,Humans
DB00572,P11229,2,Antagonist,Target,Humans
DB00572,P20309,2,Antagonist,Target,Humans
DB00572,P23415,2,Antagonist,Target,Humans
DB00573,P23219,2,Inhibitor,Target,Humans
DB00573,P35354,2,Inhibitor,Target,Humans
DB00573,Q07869,1,Activator,Target,Humans
DB00575,P08913,1,Agonist,Target,Humans
DB00575,P18089,1,Agonist,Target,Humans
DB00575,P18825,1,Agonist,Target,Humans
DB00575,P25100,1,Agonist,Target,Humans
DB00575,P35348,1,Agonist,Target,Humans
DB00575,P35368,1,Agonist,Target,Humans
DB00576,P0AC13,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00577,P04293,2,Inhibitor,Target,HHV-1
DB00579,P23975,2,Inhibitor,Target,Humans
DB00579,P31645,2,Inhibitor,Target,Humans
DB00579,Q01959,2,Inhibitor,Target,Humans
DB00582,P10613,2,"Antagonist, Inhibitor",Target,Yeast
DB00583,P50416,1,Activator,Target,Humans
DB00584,P12821,2,Inhibitor,Target,Humans
DB00585,P25021,2,Antagonist,Target,Humans
DB00586,P23219,2,Inhibitor,Target,Humans
DB00586,P35354,2,Inhibitor,Target,Humans
DB00588,P04150,1,Agonist,Target,Humans
DB00588,P06401,1,Agonist,Target,Humans
DB00588,P08235,2,Antagonist,Target,Humans
DB00588,P47712,2,Inhibitor,Target,Humans
DB00589,P08908,1,Agonist,Target,Humans
DB00589,P14416,1,Agonist,Target,Humans
DB00589,P21728,2,Antagonist,Target,Humans
DB00589,P21917,1,Agonist,Target,Humans
DB00589,P21918,2,Antagonist,Target,Humans
DB00589,P28221,1,Agonist,Target,Humans
DB00589,P28222,1,Agonist,Target,Humans
DB00589,P28223,1,Agonist,Target,Humans
DB00589,P28335,1,Agonist,Target,Humans
DB00589,P35462,1,Agonist,Target,Humans
DB00589,P41595,2,Antagonist,Target,Humans
DB00590,P25100,2,Antagonist,Target,Humans
DB00590,P35348,2,Antagonist,Target,Humans
DB00591,P04083,1,Inducer,Target,Humans
DB00591,P04150,1,Agonist,Target,Humans
DB00591,P07355,1,Inducer,Target,Humans
DB00591,P08758,1,Inducer,Target,Humans
DB00591,P09525,1,Inducer,Target,Humans
DB00591,P12429,1,Inducer,Target,Humans
DB00592,P28472,1,Agonist,Target,Humans
DB00593,O43497,2,Inhibitor,Target,Humans
DB00594,P00749,2,Inhibitor,Target,Humans
DB00594,P19634,2,Inhibitor,Target,Humans
DB00594,P19801,2,Inhibitor,Target,Humans
DB00594,P37088,2,Inhibitor,Target,Humans
DB00594,P51168,2,Inhibitor,Target,Humans
DB00594,P51170,2,Inhibitor,Target,Humans
DB00594,P51172,2,Inhibitor,Target,Humans
DB00594,P78348,2,Inhibitor,Target,Humans
DB00594,Q16515,2,Inhibitor,Target,Humans
DB00595,P0A7V8,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00595,P0A7X3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00596,P04150,1,Agonist,Target,Humans
DB00598,P07550,2,Antagonist,Target,Humans
DB00598,P08588,2,Antagonist,Target,Humans
DB00599,O00519,2,Inhibitor,Target,Humans
DB00599,P36544,2,Antagonist,Target,Humans
DB00599,P42262,2,Antagonist,Target,Humans
DB00599,P43681,2,Antagonist,Target,Humans
DB00599,Q13002,2,Antagonist,Target,Humans
DB00600,P14679,2,Inhibitor,Target,Humans
DB00603,P03372,1,Agonist,Target,Humans
DB00603,P06401,1,Agonist,Target,Humans
DB00603,P08183,2,Inhibitor,Target,Humans
DB00605,O60218,2,Inhibitor,Target,Humans
DB00605,P15121,2,Inhibitor,Target,Humans
DB00605,P23219,2,Inhibitor,Target,Humans
DB00605,P27361,2,Inhibitor,Target,Humans
DB00605,P35354,2,Inhibitor,Target,Humans
DB00605,Q9Y5Y4,2,Antagonist,Target,Humans
DB00606,P00915,2,Inhibitor,Target,Humans
DB00606,P00918,2,Inhibitor,Target,Humans
DB00606,P54710,2,Inhibitor,Target,Humans
DB00606,Q6FHJ7,2,Inhibitor,Target,Humans
DB00607,P0A3M6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00607,Q75Y35,2,Inhibitor,Target,Streptococcus pneumoniae
DB00607,Q7CRA4,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00607,Q8DNB6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00607,Q8DR59,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00608,P01375,2,Inhibitor,Target,Humans
DB00608,P09210,2,Inhibitor,Target,Humans
DB00608,P09429,2,Inhibitor,Target,Humans
DB00608,P09488,2,Inhibitor,Target,Humans
DB00608,Q8MU52,2,Inhibitor,Target,Plasmodium falciparum
DB00608,Q9NR96,2,Inhibitor,Target,Humans
DB00610,P35348,1,Agonist,Target,Humans
DB00612,P07550,2,Antagonist,Target,Humans
DB00612,P08588,2,Antagonist,Target,Humans
DB00613,P50135,2,Inhibitor,Target,Humans
DB00618,P30518,2,Inhibitor,Target,Humans
DB00619,P00519,2,Inhibitor,Target,Humans
DB00619,P04629,2,Antagonist,Target,Humans
DB00619,P07333,2,Antagonist,Target,Humans
DB00619,P09619,2,Antagonist,Target,Humans
DB00619,P10721,2,"Antagonist, Multitarget",Target,Humans
DB00619,P11274,2,Inhibitor,Target,Humans
DB00619,P16234,2,Antagonist,Target,Humans
DB00619,Q08345,2,Antagonist,Target,Humans
DB00620,P04150,1,Agonist,Target,Humans
DB00621,P10275,1,Agonist,Target,Humans
DB00622,P08172,2,Antagonist,Target,Humans
DB00622,P08173,2,Antagonist,Target,Humans
DB00622,P08912,2,Antagonist,Target,Humans
DB00622,P11229,2,Antagonist,Target,Humans
DB00622,P20309,2,Antagonist,Target,Humans
DB00622,P25100,2,Antagonist,Target,Humans
DB00622,P35348,2,Antagonist,Target,Humans
DB00622,P35368,2,Antagonist,Target,Humans
DB00622,P54289,2,Inhibitor,Target,Humans
DB00622,P54750,2,Inhibitor,Target,Humans
DB00622,Q01064,2,Inhibitor,Target,Humans
DB00622,Q01668,2,Inhibitor,Target,Humans
DB00622,Q08289,2,Inhibitor,Target,Humans
DB00622,Q13936,2,Inhibitor,Target,Humans
DB00623,P0DP23,2,Inhibitor,Target,Humans
DB00623,P14416,2,Antagonist,Target,Humans
DB00623,P21728,2,Antagonist,Target,Humans
DB00624,P03372,2,Inhibitor,Target,Humans
DB00624,P10275,1,Agonist,Target,Humans
DB00625,Q72547,2,Inhibitor,Target,Human immunodeficiency virus 1
DB00627,P49019,1,Agonist,Target,Humans
DB00627,Q8TDS4,1,Agonist,Target,Humans
DB00629,P08913,1,Agonist,Target,Humans
DB00630,P14324,2,Inhibitor,Target,Humans
DB00630,P23469,2,Inhibitor,Target,Humans
DB00630,P29074,2,Inhibitor,Target,Humans
DB00630,P38606,2,Inhibitor,Target,Humans
DB00630,Q13332,2,Inhibitor,Target,Humans
DB00631,P09884,2,Inhibitor,Target,Humans
DB00631,P23921,2,Inhibitor,Target,Humans
DB00633,P08913,1,Agonist,Target,Humans
DB00634,P0AC13,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00634,P0C002,2,Inhibitor,Target,Escherichia coli
DB00634,P53848,2,Inhibitor,Target,"[""Baker's yeast""]"
DB00635,P04150,1,Agonist,Target,Humans
DB00636,Q07869,1,Agonist,Target,Humans
DB00640,P0DMS8,1,Agonist,Target,Humans
DB00640,P29274,1,Agonist,Target,Humans
DB00640,P29275,1,Agonist,Target,Humans
DB00640,P30542,1,Agonist,Target,Humans
DB00641,P04035,2,Inhibitor,Target,Humans
DB00641,P20701,2,Inhibitory allosteric modulator,Target,Humans
DB00641,Q92769,2,Inhibitor,Target,Humans
DB00642,P00374,2,Inhibitor,Target,Humans
DB00642,P04818,2,Inhibitor,Target,Humans
DB00642,P22102,2,Inhibitor,Target,Humans
DB00642,P31939,2,Inhibitor,Target,Humans
DB00643,P68371,2,Inhibitor,Target,Humans
DB00643,Q71U36,2,Inhibitor,Target,Humans
DB00645,Q9Y5Y9,2,Inhibitor,Target,Humans
DB00648,P10275,2,Antagonist,Target,Humans
DB00648,P15538,1,Inducer,Target,Humans
DB00649,Q72547,2,Inhibitor,Target,Human immunodeficiency virus 1
DB00651,P27815,2,Inhibitor,Target,Humans
DB00651,P29274,2,Antagonist,Target,Humans
DB00651,P30542,2,Antagonist,Target,Humans
DB00651,Q07343,2,Inhibitor,Target,Humans
DB00651,Q08493,2,Inhibitor,Target,Humans
DB00651,Q08499,2,Inhibitor,Target,Humans
DB00652,P35372,2,Antagonist,Target,Humans
DB00652,P41145,1,Agonist,Target,Humans
DB00652,Q99720,1,Agonist,Target,Humans
DB00654,P43088,1,Agonist,Target,Humans
DB00655,P03372,1,Agonist,Target,Humans
DB00656,P08913,2,Antagonist,Target,Humans
DB00656,P28223,2,Antagonist,Target,Humans
DB00656,P28335,1,Agonist,Target,Humans
DB00656,P31645,2,Inhibitor,Target,Humans
DB00656,P35348,2,Antagonist,Target,Humans
DB00656,P35367,2,Antagonist,Target,Humans
DB00657,Q15822,2,Antagonist,Target,Humans
DB00659,P41594,2,Antagonist,Target,Humans
DB00659,Q9UBS5,2,Inhibitor,Target,Humans
DB00661,O00555,2,Inhibitor,Target,Humans
DB00661,O43497,2,Inhibitor,Target,Humans
DB00661,O95180,2,Inhibitor,Target,Humans
DB00661,P25100,2,Antagonist,Target,Humans
DB00661,P35348,2,Antagonist,Target,Humans
DB00661,P35368,2,Antagonist,Target,Humans
DB00661,Q00975,2,Inhibitor,Target,Humans
DB00661,Q12809,2,Inhibitor,Target,Humans
DB00661,Q13936,2,Inhibitor,Target,Humans
DB00661,Q14654,2,Inhibitor,Target,Humans
DB00663,P04150,1,Agonist,Target,Humans
DB00665,P10275,2,Antagonist,Target,Humans
DB00668,P07550,1,Agonist,Target,Humans
DB00668,P08588,1,Agonist,Target,Humans
DB00668,P08913,1,Agonist,Target,Humans
DB00668,P18089,1,Agonist,Target,Humans
DB00668,P25100,2,Antagonist,Target,Humans
DB00668,P35348,1,Agonist,Target,Humans
DB00668,P35368,1,Agonist,Target,Humans
DB00669,P08908,1,Agonist,Target,Humans
DB00669,P28221,1,Agonist,Target,Humans
DB00669,P28222,1,Agonist,Target,Humans
DB00669,P30939,1,Agonist,Target,Humans
DB00670,P11229,2,Antagonist,Target,Humans
DB00671,P44469,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB00672,Q09428,2,Inhibitor,Target,Humans
DB00673,P25103,2,Antagonist,Target,Humans
DB00674,P06276,2,Inhibitor,Target,Humans
DB00674,P22303,2,Inhibitor,Target,Humans
DB00675,P04278,1,Inducer,Target,Humans
DB00675,Q12809,2,Inhibitor,Target,Humans
DB00675,Q15125,2,Inhibitor,Target,Humans
DB00678,P30556,2,Antagonist,Target,Humans
DB00682,Q9BQB6,2,Inhibitor,Target,Humans
DB00686,P05230,2,Antagonist,Target,Humans
DB00686,P08620,2,Inhibitor,Target,Humans
DB00686,P09038,2,Antagonist,Target,Humans
DB00687,P04150,1,Agonist,Target,Humans
DB00687,P08235,1,Agonist,Target,Humans
DB00688,P12268,2,Inhibitor,Target,Humans
DB00688,Q03393,2,Inhibitor,Target,Humans
DB00689,P02919,2,Antagonist,Target,Escherichia coli (strain K12)
DB00691,P12821,2,Inhibitor,Target,Humans
DB00692,P08913,2,Antagonist,Target,Humans
DB00692,P25100,2,Antagonist,Target,Humans
DB00692,P35348,2,Antagonist,Target,Humans
DB00692,P35368,2,Antagonist,Target,Humans
DB00694,P11388,2,Inhibitor,Target,Humans
DB00694,Q02880,2,Inhibitor,Target,Humans
DB00695,P00918,2,Inhibitor,Target,Humans
DB00695,Q13621,2,Inhibitor,Target,Humans
DB00695,Q9HC97,1,Agonist,Target,Humans
DB00696,P08908,1,Agonist,Target,Humans
DB00696,P14416,1,Agonist,Target,Humans
DB00696,P28221,1,Agonist,Target,Humans
DB00696,P28222,1,Agonist,Target,Humans
DB00696,P28223,1,Agonist,Target,Humans
DB00696,P28335,1,Agonist,Target,Humans
DB00696,P30939,1,Agonist,Target,Humans
DB00697,Q9Y2I1,1,Agonist,Target,Humans
DB00698,P0A7R5,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00699,P35348,2,Antagonist,Target,Humans
DB00700,P08235,2,Antagonist,Target,Humans
DB00701,Q72874,2,Inhibitor,Target,Human immunodeficiency virus 1
DB00703,P00915,2,Inhibitor,Target,Humans
DB00703,P00918,2,Inhibitor,Target,Humans
DB00703,P07451,2,Inhibitor,Target,Humans
DB00703,P22748,2,Inhibitor,Target,Humans
DB00703,P43166,2,Inhibitor,Target,Humans
DB00704,P35372,2,Antagonist,Target,Humans
DB00704,P41143,2,Antagonist,Target,Humans
DB00704,P41145,2,Antagonist,Target,Humans
DB00704,Q5T1J1,2,Antagonist,Target,Humans
DB00705,Q72547,2,Inhibitor,Target,Human immunodeficiency virus 1
DB00706,P25100,2,Antagonist,Target,Humans
DB00706,P35348,2,Antagonist,Target,Humans
DB00706,P35368,2,Antagonist,Target,Humans
DB00708,P35372,1,Agonist,Target,Humans
DB00708,P41143,1,Agonist,Target,Humans
DB00709,Q05486,2,Inhibitor,Target,HBV-F
DB00709,Q72547,2,Inhibitor,Target,Human immunodeficiency virus 1
DB00710,O95749,2,Inhibitor,Target,Humans
DB00710,P14324,2,Inhibitor,Target,Humans
DB00711,P09917,2,Inhibitor,Target,Humans
DB00711,P23219,2,Inhibitor,Target,Humans
DB00712,P23219,2,Inhibitor,Target,Humans
DB00712,P35354,2,Inhibitor,Target,Humans
DB00713,P0A3M6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00713,Q75Y35,2,Inhibitor,Target,Streptococcus pneumoniae
DB00713,Q7CRA4,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00713,Q8DNB6,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00713,Q8DR59,2,Inhibitor,Target,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
DB00713,Q8XJ01,2,Inhibitor,Target,Clostridium perfringens (strain 13 / Type A)
DB00714,P08908,1,Agonist,Target,Humans
DB00714,P08913,1,Agonist,Target,Humans
DB00714,P14416,1,Agonist,Target,Humans
DB00714,P18089,1,Agonist,Target,Humans
DB00714,P18825,1,Agonist,Target,Humans
DB00714,P21728,1,Agonist,Target,Humans
DB00714,P21917,1,Agonist,Target,Humans
DB00714,P21918,1,Agonist,Target,Humans
DB00714,P28221,1,Agonist,Target,Humans
DB00714,P28222,1,Agonist,Target,Humans
DB00714,P28223,1,Agonist,Target,Humans
DB00714,P28335,1,Agonist,Target,Humans
DB00714,P35462,1,Agonist,Target,Humans
DB00714,P41595,1,Agonist,Target,Humans
DB00715,P23975,2,Inhibitor,Target,Humans
DB00715,P28223,1,Agonist,Target,Humans
DB00715,P31645,2,Inhibitor,Target,Humans
DB00715,P35367,2,Inhibitor,Target,Humans
DB00715,P41595,1,Agonist,Target,Humans
DB00716,P21462,2,Antagonist,Target,Humans
DB00716,Q9NS75,2,Antagonist,Target,Humans
DB00717,P04150,1,Agonist,Target,Humans
DB00717,P06401,1,Agonist,Target,Humans
DB00717,P10275,1,Agonist,Target,Humans
DB00719,P35367,2,Antagonist,Target,Humans
DB00720,P05141,2,Inhibitor,Target,Humans
DB00720,P12235,2,Inhibitor,Target,Humans
DB00720,P12236,2,Inhibitor,Target,Humans
DB00721,P26358,2,Inhibitor,Target,Humans
DB00721,P46098,2,Antagonist,Target,Humans
DB00721,P47712,2,Inhibitor,Target,Humans
DB00721,Q01959,2,Inhibitor,Target,Humans
DB00721,Q15822,2,Antagonist,Target,Humans
DB00721,Q86U10,2,Inhibitor,Target,Humans
DB00721,Q8TCU5,2,Antagonist,Target,Humans
DB00721,Q9Y5Y9,2,Inhibitor,Target,Humans
DB00721,Q9Y6K1,2,Inhibitor,Target,Humans
DB00722,P00797,2,Inhibitor,Target,Humans
DB00722,P12821,2,Inhibitor,Target,Humans
DB00723,P35348,1,Agonist,Target,Humans
DB00723,P35368,1,Agonist,Target,Humans
DB00724,Q9NR97,1,Agonist,Target,Humans
DB00724,Q9NYK1,1,Agonist,Target,Humans
DB00726,P08908,2,Antagonist,Target,Humans
DB00726,P23975,2,Inhibitor,Target,Humans
DB00726,P28223,1,Agonist,Target,Humans
DB00726,P28335,2,Antagonist,Target,Humans
DB00726,P31645,2,Inhibitor,Target,Humans
DB00726,P35348,2,Antagonist,Target,Humans
DB00726,P35367,2,Antagonist,Target,Humans
DB00726,P35368,2,Antagonist,Target,Humans
DB00726,Q01959,2,Inhibitor,Target,Humans
DB00727,P16066,1,Agonist,Target,Humans
DB00728,P08172,2,Antagonist,Target,Humans
DB00728,P46098,2,Antagonist,Target,Humans
DB00728,Q15822,2,Antagonist,Target,Humans
DB00730,P00363,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00731,P37231,1,Agonist,Target,Humans
DB00731,Q09428,2,Inhibitor,Target,Humans
DB00733,P06276,1,Activator,Target,Humans
DB00733,P22303,1,Activator,Target,Humans
DB00734,P08908,2,Antagonist,Target,Humans
DB00734,P14416,2,Antagonist,Target,Humans
DB00734,P18089,2,Antagonist,Target,Humans
DB00734,P18825,2,Antagonist,Target,Humans
DB00734,P21728,2,Antagonist,Target,Humans
DB00734,P28221,2,Antagonist,Target,Humans
DB00734,P28223,2,Antagonist,Target,Humans
DB00734,P28335,2,Antagonist,Target,Humans
DB00734,P34969,2,Antagonist,Target,Humans
DB00734,P35348,2,Antagonist,Target,Humans
DB00734,P35367,2,Antagonist,Target,Humans
DB00734,P35368,2,Antagonist,Target,Humans
DB00735,Q14534,2,Inhibitor,Target,Humans
DB00736,P20648,2,Inhibitor,Target,Humans
DB00737,P35367,2,Antagonist,Target,Humans
DB00737,Q14994,2,Inverse agonist,Target,Humans
DB00740,Q14524,2,Inhibitor,Target,Humans
DB00740,Q9UPY5,1,Inducer,Target,Humans
DB00741,P04083,1,Agonist,Target,Humans
DB00741,P04150,1,Agonist,Target,Humans
DB00745,Q01959,2,Inhibitor,Target,Humans
DB00748,P35367,2,Antagonist,Target,Humans
DB00749,P23219,2,Inhibitor,Target,Humans
DB00749,P35354,2,Inhibitor,Target,Humans
DB00750,Q14524,2,Inhibitor,Target,Humans
DB00751,P25021,2,Antagonist,Target,Humans
DB00751,P28223,2,Antagonist,Target,Humans
DB00751,P34969,2,Antagonist,Target,Humans
DB00751,P35367,2,Antagonist,Target,Humans
DB00752,P21397,2,Inhibitor,Target,Humans
DB00752,P27338,2,Inhibitor,Target,Humans
DB00753,P14867,1,Agonist,Target,Humans
DB00753,P17787,2,Antagonist,Target,Humans
DB00753,P23415,1,Agonist,Target,Humans
DB00753,P42261,2,Antagonist,Target,Humans
DB00753,P43681,2,Antagonist,Target,Humans
DB00753,P98194,2,Inhibitor,Target,Humans
DB00753,Q09470,1,Inducer,Target,Humans
DB00754,O75469,1,Activator,Target,Humans
DB00754,Q14524,2,Inhibitor,Target,Humans
DB00755,P13631,1,Agonist,Target,Humans
DB00755,P28702,1,Agonist,Target,Humans
DB00755,P48443,1,Agonist,Target,Humans
DB00755,P49788,1,Agonist,Target,Humans
DB00757,P46098,2,Antagonist,Target,Humans
DB00758,Q9H244,2,Antagonist,Target,Humans
DB00759,P02359,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00759,P04156,2,Inhibitor,Target,Humans
DB00759,P0A7U3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00759,P0A7V3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00759,P0A7W7,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00759,P0AG59,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00760,P24228,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00762,P11387,2,Inhibitor,Target,Humans
DB00762,Q969P6,2,Inhibitor,Target,Humans
DB00763,P07202,2,"Substrate, Inhibitor",Target,Humans
DB00768,P23297,2,Antagonist,Target,Humans
DB00768,P25021,2,Antagonist,Target,Humans
DB00768,P29034,2,Antagonist,Target,Humans
DB00768,P35367,2,Antagonist,Target,Humans
DB00768,P80511,2,Antagonist,Target,Humans
DB00768,Q9Y5N1,2,Antagonist,Target,Humans
DB00769,P04150,1,Agonist,Target,Humans
DB00770,P34995,1,Agonist,Target,Humans
DB00770,P43116,1,Agonist,Target,Humans
DB00770,Q9Y5Y4,1,Agonist,Target,Humans
DB00771,P11229,2,Antagonist,Target,Humans
DB00772,P06276,2,Inhibitor,Target,Humans
DB00773,P11388,2,Inhibitor,Target,Humans
DB00773,Q02880,2,Inhibitor,Target,Humans
DB00775,P05106,2,Antagonist,Target,Humans
DB00775,P08514,2,Antagonist,Target,Humans
DB00777,P14416,2,Antagonist,Target,Humans
DB00777,P28223,2,Antagonist,Target,Humans
DB00777,P28335,2,Antagonist,Target,Humans
DB00777,P35348,2,Antagonist,Target,Humans
DB00777,P35367,2,Antagonist,Target,Humans
DB00780,P21397,2,Antagonist,Target,Humans
DB00780,P24298,2,Inhibitor,Target,Humans
DB00780,P27338,2,Antagonist,Target,Humans
DB00780,P80404,2,Inhibitor,Target,Humans
DB00780,Q16853,2,Inhibitor,Target,Humans
DB00780,Q8TD30,2,Inhibitor,Target,Humans
DB00780,Q9UGI5,2,Inhibitor,Target,Humans
DB00782,P11229,2,Antagonist,Target,Humans
DB00783,P00846,2,Inhibitor,Target,Humans
DB00783,P03372,1,Agonist,Target,Humans
DB00783,Q92731,1,Agonist,Target,Humans
DB00784,P23219,2,Inhibitor,Target,Humans
DB00784,P35354,2,Inhibitor,Target,Humans
DB00787,P04293,2,Inhibitor,Target,HHV-1
DB00787,P09252,2,Inhibitor,Target,HHV-3
DB00788,P23219,2,Inhibitor,Target,Humans
DB00788,P35354,2,Inhibitor,Target,Humans
DB00790,P12821,2,Inhibitor,Target,Humans
DB00790,Q6FHJ7,2,Inhibitor,Target,Humans
DB00792,P35367,2,Antagonist,Target,Humans
DB00794,P36544,2,Antagonist,Target,Humans
DB00794,P42262,2,Antagonist,Target,Humans
DB00794,P43681,2,Antagonist,Target,Humans
DB00794,Q13002,2,Antagonist,Target,Humans
DB00795,O14920,2,Inhibitor,Target,Humans
DB00795,O15111,2,Inhibitor,Target,Humans
DB00795,P04054,2,Antagonist,Target,Humans
DB00795,P09917,2,Inhibitor,Target,Humans
DB00795,P23219,2,Inhibitor,Target,Humans
DB00795,P24557,2,Antagonist,Target,Humans
DB00795,P24752,2,Inhibitor,Target,Humans
DB00795,P35354,2,Inhibitor,Target,Humans
DB00795,P37231,1,Agonist,Target,Humans
DB00795,Q9UPY5,2,Inhibitor,Target,Humans
DB00796,P30556,2,Antagonist,Target,Humans
DB00797,P08913,2,Antagonist,Target,Humans
DB00797,P25021,1,Agonist,Target,Humans
DB00797,P35348,2,Antagonist,Target,Humans
DB00797,P35367,1,Agonist,Target,Humans
DB00798,P08164,2,Inhibitor,Target,Bacillus subtilis (strain 168)
DB00799,P10276,1,Agonist,Target,Humans
DB00799,P10826,1,Agonist,Target,Humans
DB00799,P13631,1,Agonist,Target,Humans
DB00799,P28702,1,Agonist,Target,Humans
DB00800,P08913,2,Antagonist,Target,Humans
DB00800,P18089,2,Antagonist,Target,Humans
DB00800,P18825,2,Antagonist,Target,Humans
DB00800,P21728,1,Agonist,Target,Humans
DB00800,P21918,1,Agonist,Target,Humans
DB00800,P25100,2,Inhibitor,Target,Humans
DB00800,P35348,2,Inhibitor,Target,Humans
DB00800,P35368,2,Inhibitor,Target,Humans
DB00804,P08172,2,Antagonist,Target,Humans
DB00804,P11229,2,Antagonist,Target,Humans
DB00804,P20309,2,Antagonist,Target,Humans
DB00805,P11229,1,Agonist,Target,Humans
DB00805,P14416,1,Agonist,Target,Humans
DB00805,P21397,2,Inhibitor,Target,Humans
DB00805,P21728,1,Agonist,Target,Humans
DB00805,P22303,2,Inhibitor,Target,Humans
DB00805,P28223,2,Antagonist,Target,Humans
DB00805,P28335,2,Antagonist,Target,Humans
DB00805,P31645,2,Inhibitor,Target,Humans
DB00805,P41595,2,Antagonist,Target,Humans
DB00806,P21589,2,Inhibitor,Target,Humans
DB00806,P29274,1,Agonist,Target,Humans
DB00807,Q9Y5Y9,2,Inhibitor,Target,Humans
DB00808,P55017,2,Inhibitor,Target,Humans
DB00809,P08172,2,Antagonist,Target,Humans
DB00809,P08173,2,Antagonist,Target,Humans
DB00809,P11229,2,Antagonist,Target,Humans
DB00809,P20309,2,Antagonist,Target,Humans
DB00810,P11229,2,Antagonist,Target,Humans
DB00811,P12823,2,Inhibitor,Target,DENV-2
DB00811,P16502,2,Inhibitor,Target,Influenza A virus (strain A/Beijing/11/1956 H1N1)
DB00811,P20839,2,Inhibitor,Target,Humans
DB00811,P26676,2,Antagonist,Target,HPIV-2
DB00812,P23219,2,Inhibitor,Target,Humans
DB00812,P35354,2,Inhibitor,Target,Humans
DB00812,Q16647,2,Inhibitor,Target,Humans
DB00814,P23219,2,Inhibitor,Target,Humans
DB00814,P35354,2,Inhibitor,Target,Humans
DB00816,P07550,1,Agonist,Target,Humans
DB00817,P0AES6,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00817,P0AFI2,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00818,P35499,2,Inhibitor,Target,Humans
DB00818,Q99250,2,Inhibitor,Target,Humans
DB00819,O43570,2,Inhibitor,Target,Humans
DB00819,P00915,2,Inhibitor,Target,Humans
DB00819,P00918,2,Inhibitor,Target,Humans
DB00819,P07451,2,Inhibitor,Target,Humans
DB00819,P22748,2,Inhibitor,Target,Humans
DB00819,P29972,2,Inhibitor,Target,Humans
DB00819,P43166,2,Inhibitor,Target,Humans
DB00819,Q9ULX7,2,Inhibitor,Target,Humans
DB00820,O76074,2,Inhibitor,Target,Humans
DB00820,Q9HCR9,2,Inhibitor,Target,Humans
DB00822,P05091,2,Inhibitor,Target,Humans
DB00822,P09172,2,Inhibitor,Target,Humans
DB00823,P03372,1,Agonist,Target,Humans
DB00823,P06401,1,Agonist,Target,Humans
DB00824,P0DMS8,2,Inhibitor,Target,Humans
DB00824,P27815,2,Inhibitor,Target,Humans
DB00824,P29274,2,Inhibitor,Target,Humans
DB00824,P29275,2,Antagonist,Target,Humans
DB00824,P30542,2,Inhibitor,Target,Humans
DB00824,Q07343,2,Inhibitor,Target,Humans
DB00825,O75762,1,Inducer,Target,Humans
DB00825,P41145,1,Agonist,Target,Humans
DB00825,Q7Z2W7,1,Inducer,Target,Humans
DB00825,Q8NET8,1,Inducer,Target,Humans
DB00828,P0A749,2,Inhibitor,Target,Escherichia coli (strain K12)
DB00831,P0DP23,2,Inhibitor,Target,Humans
DB00831,P14416,2,Antagonist,Target,Humans
